Point	Value
365	1014.09972694
456	6151.92215803
45	0.0
46	105.730105963
79	125.585183405
92	0.0
102	293.883120714
116	0.0
117	0.0
141	0.0
226	0.0
228	4028.57846484
373	68.5965940155
432	47.7934891328
1846	0.0
1850	0.0
1851	0.0
515	208.51852806
190	6.30942188939
100	0.0
115	0.0
208	0.0
132	5337.11813869
149	0.0
146	1546.64582176
679	16629.6326191
309	6724.04191435
739	1872.12102394
161	384.190883819
211	8306.49829812
233	1953.22976782
251	0.0
85	1550.63376666
265	0.0
673	5420.69979907
93	430.481231433
232	19.6764375977
284	0.0
213	0.0
246	0.0
255	0.0
144	40375.0226849
67	66779.8760747
1580	5316.75264567
263	16797.3529572
352	216.078254911
118	2611.16560156
393	8999.29032382
769	0.0
74	9934.31292298
1698	923.150143388
193	9328.51681239
138	0.0
558	0.0
1392	0.0
1014	3858.60941569
636	412.644536091
395	3.64630119192
97	10578.3588389
142	9065.77461065
758	3888.46126199
991	2098.82946752
1297	725.811132898
1283	47482.5209724
1235	2291.65684358
181	1346.87771169
340	19.2483578983
337	4941.05450649
289	3275.93917346
356	2872.23454141
418	2518.87201804
1124	108.806930653
98	13.787734964
191	4410.60261884
1449	493.761624213
276	440.730022105
298	388.215785522
637	0.0
421	49.2824830186
455	0.0
458	0.0
1007	0.0
1047	4.81852139719
1073	0.0
1164	0.0
1347	0.0
495	14135.3162692
278	514.363322108
642	7989.18416922
389	14029.752906
862	0.0
513	7985.52074808
215	132.816333288
1016	0.0
35	0.0
324	505.415109538
707	0.0
534	578.908330263
322	51.5452884544
585	50.2479757799
571	38.5499797301
574	205.06141335
659	714.454100541
1071	64.9033025196
756	0.0
856	256.704007644
555	9164.08874138
7	0.0
122	0.0
626	14657.847014
1020	0.0
592	2321.73450578
277	21101.32117
851	249.402759383
1312	2872.14134084
1013	4040.17172566
431	8038.1458081
870	409.1994694
1105	451.24492237
438	1223.86620137
1075	26.3353865229
1495	0.0
1782	0.0
1624	20169.171091
1655	1929.84908471
1641	2176.33089388
1598	15254.6981068
1397	531.573465859
1675	94.2730148828
201	1798.40785302
847	7084.26841737
1601	11575.5268972
498	12462.7009135
1285	4298.16935621
1317	2549.93181172
1510	1085.01029569
212	23449.1780181
343	3476.69321252
472	59.972687824
566	0.0
686	3753.72938691
771	197.269426299
10	0.0
11	0.0
15	0.0
16	0.0
17	0.0
18	0.0
20	1199.35734973
22	0.0
24	0.0
49	0.0
61	0.0
64	0.0
76	0.0
78	4482.39828437
86	10.4586977622
120	1048.63270667
121	201.399097424
136	0.0
148	0.0
150	0.0
151	2150.6121512
152	218.584206659
153	0.0
157	0.0
165	0.0
175	6774.33213358
177	1817.40358496
216	0.0
235	161.296288521
244	295.144200038
256	937.581021434
262	0.0
294	3675.94027423
295	0.0
313	344.448514458
314	1939.89407854
315	162.374297636
316	3254.61787299
318	1821.49641602
330	0.0
366	513.77121191
368	11894.2788081
386	892.395532822
391	1803.61598289
405	976.819957777
409	2338.61199048
411	0.0
463	6151.03174271
465	97.672231982
466	84.4386638873
502	14450.9857618
527	6184.10260709
528	0.0
543	234.746429114
561	5588.67808167
596	5582.341165
607	3661.88959714
654	8828.52323157
658	854.387275752
699	1421.79800324
708	8577.94311704
724	364.089320595
766	756.428806217
783	10273.6230917
798	262.601859419
802	713.017134706
844	0.0
859	781.570848225
901	664.68892652
938	5577.68014813
977	9.44232370644
978	1674.59753371
994	2383.44863517
997	443.25854351
1121	266.595458644
1169	556.985140205
1188	76.8271555492
1197	0.0
1206	167.099681071
1261	15.4556968648
1279	86.1291084871
1323	89.0219523395
1332	8224.55705308
1342	798.481522418
1380	123.121865316
1401	35.4489638647
1402	18203.2750924
1420	89.0968377644
1423	584.030907504
1434	2818.75584943
1444	800.00481249
1445	0.0
1450	0.0
1451	0.0
1452	25.3538994767
1453	0.0
1489	5176.05460508
1521	870.72837422
1618	0.0
1621	1525.38542886
1640	0.0
1643	0.0
1646	203.565204233
1650	0.0
1651	0.0
1652	441.414384584
1701	0.0
1706	0.0
1719	0.0
1742	107.272850773
1753	0.0
1759	0.0
1760	0.0
1763	45.0853681523
404	237.201439731
422	1808.93260895
28	0.0
184	1210.25245238
406	0.0
414	20.0541430219
1031	1681.76676666
180	582.77063466
1585	6787.97588894
325	23253.6123258
439	1842.42758373
481	4666.60817164
603	2250.22897774
1198	563.233100332
13	0.0
80	19.3531230655
168	220.939716842
300	2432.31482949
355	310.503913639
392	4899.84494145
536	8175.88759514
609	6440.73748333
817	2839.38042874
969	6875.3742439
1485	488.480494584
65	0.0
419	0.0
538	5716.52579877
1248	1520.59389275
375	1588.32076038
379	2209.13611818
1217	3259.57363906
39	0.0
270	0.0
437	2879.52369029
464	0.0
166	0.0
167	0.0
169	0.0
186	4.0
188	0.0
192	0.0
223	0.0
248	335.097332491
280	0.0
380	0.0
381	0.0
382	0.0
383	0.0
407	1167.10108117
452	0.0
473	53.4106967481
529	0.0
541	141.156192055
542	5380.52132072
567	2758.80068309
616	2606.28251203
743	0.0
746	0.0
811	12.3379398135
863	0.0
1056	2447.49359003
1111	364.053696082
1142	6600.8628894
1182	390.177440553
1253	11039.7571634
1339	6970.37113622
1542	1416.59755615
1589	0.0
1745	0.0
1828	0.0
331	0.0
429	6283.61864338
476	0.0
489	8.13256934977
530	0.0
1130	864.728784581
349	2885.88589911
260	9804.67474707
162	46.6079234047
266	17171.5690984
347	2.30534026873
354	0.0
367	1416.57970435
554	9.81955252599
688	504.552809573
952	1841.23053714
832	0.0
595	3956.52928098
71	6.49485879792
835	4365.67392954
1244	3582.87905873
1060	1308.58054622
451	1683.68920144
523	53254.9333881
1211	1687.54646064
126	0.0
487	316.361280522
814	2522.08037452
540	1936.65936789
712	5078.5401279
624	109.643195045
683	1865.73146951
1648	2794.27916606
1731	126.135025962
96	2725.74567769
605	12102.3913486
1068	815.755579371
1102	6.36723662542
1138	2537.50929725
1153	9.4401137245
1406	3818.40481044
874	555.892577805
1069	2518.35952497
1099	20.1409725529
1131	896.883571561
704	31120.9256107
1034	5517.94214387
1036	1593.21752778
1395	2269.70772692
716	574.731515627
852	8452.89265986
1129	81.2485654569
1100	144.455630049
454	11914.5107535
332	665.124212694
990	1968.27588569
915	530.050785218
674	6458.49255358
1792	3635.61906129
871	8270.0290447
577	0.0
675	90.6751397358
107	0.0
307	1539.19171863
388	1194.28837181
563	1079.65078058
884	568.395390533
927	34.9635399734
992	1625.13998374
993	777.424589744
1027	0.0
1051	38.8958462988
1055	0.0
1104	37.3267375671
1107	332.093716711
1108	0.0
1116	0.0
1122	0.0
1123	67.8709509648
1125	0.0
1134	0.0
1141	0.0
1143	0.0
1144	0.0
1145	0.0
1146	275.206678088
1147	0.0
1148	0.0
1149	0.0
1150	0.0
1151	0.0
1152	0.0
1156	0.0
1157	0.0
1276	0.0
1353	21.2916923958
1421	3135.09155928
1743	0.0
1783	12064.8675693
23	0.0
1018	6476.63801564
635	491.063056733
370	1146.00774108
195	0.0
238	0.0
240	0.0
241	0.0
247	0.0
369	0.0
921	60.5836967117
1023	1767.69045242
1200	0.0
1278	0.0
1408	251.458402984
1557	1681.88108882
1761	0.0
488	728.402040453
639	13914.7106545
544	1257.27722278
486	0.0
531	0.0
684	0.0
820	0.0
378	2768.30161833
319	3322.21257996
94	1370.05025374
306	7314.50623743
267	12.8169518156
202	0.0
1603	2841.34003126
269	8.6534029361
196	0.0
197	0.0
200	0.0
203	184.805793792
217	0.0
218	0.0
453	1464.90798042
898	0.0
1384	36.4095216031
1747	0.0
182	0.0
599	869.53540147
998	294.422342487
583	899.197641334
237	19.8739654663
183	2975.23194947
503	972.88366696
573	1150.27366404
449	1329.87169808
1083	435.509193415
774	1572.43278086
1362	3273.04169934
131	5690.33485394
207	0.0
499	0.0
575	0.0
842	190.076585204
1063	70.6215892639
1084	0.0
1085	0.0
1086	0.0
210	0.0
279	0.0
848	77.7703775191
959	92.5066473296
1363	0.0
1717	526.207504666
220	6571.87994635
770	4669.21524856
839	0.0
53	18208.7496382
1616	8483.17835524
219	292.097686973
787	2618.33774829
282	2840.88253862
617	14197.8741608
402	4199.14846889
974	672.173668633
886	198.301728744
1430	0.0
967	1389.93088443
1546	6511.07854274
1236	6467.79137866
163	1225.26271686
964	2388.43678639
1487	2677.34675481
1509	5307.86571419
357	33930.5325437
678	226.047553663
1006	1112.03953006
819	1652.53412051
1074	79.3687551104
1209	98.3507826964
1295	124.529922415
1324	0.0
1351	0.0
1359	1182.06500236
1376	17.5016711052
1470	0.0
1504	10.2996549957
1525	0.0
1541	0.0
1608	1320.81393615
1708	0.0
1718	0.0
350	2064.47979526
433	0.0
1214	513.382905131
1294	118.006233241
838	619.510214204
1610	0.0
1284	2449.85709052
628	0.0
1502	2381.41165954
1126	796.79176098
1193	0.0
1026	4775.68108654
273	18.8623444307
929	0.0
930	0.0
931	0.0
272	2512.90432246
759	0.0
849	0.0
1260	5593.38230623
1011	0.0
329	679.615122719
1062	3560.79884249
345	4312.57660307
204	20020.9074004
95	23568.555901
385	468.318800265
297	12760.3496776
1163	164.530628611
461	59.4055500476
1377	482.461130606
1529	0.0
274	2258.06368843
70	610.890825776
290	165.194098168
1467	73.0291254923
1781	3382.13124289
1433	155.326358428
808	1725.28328199
436	0.0
1350	90.7462219
341	3154.02313288
1480	83.2797520904
468	2078.99081242
363	100.285539212
588	1728.85452473
1587	283.697409051
546	3192.55873035
799	3821.57180319
1674	0.0
342	11307.3334981
424	115.044957748
649	699.477402315
864	516.940906236
1517	1433.46808018
548	260.425828393
1135	0.0
1293	0.0
140	1260.60907076
364	399.543143135
872	0.0
676	534.497066979
1019	180.802983381
843	10127.9375289
762	3787.05124548
305	1396.65639214
594	1457.63508588
1173	1727.38998912
440	506.844480794
765	5207.65593868
795	1451.98169364
627	3037.1257826
517	2984.64968616
570	431.101957782
1634	0.0
949	357.768341674
29	3553.49875712
448	2781.62755113
336	113.499823327
1882	0.0
328	9.09762536348
861	532.336772502
1210	0.0
1212	0.0
1678	1411.79171959
587	103.261396072
474	9568.35463129
245	5860.97794963
666	366.10535906
1241	352.577576096
1764	0.0
618	0.0
1468	999.588354535
576	7270.50676782
885	66.875654134
1837	0.0
562	90.6138768421
987	0.0
376	2208.64913863
480	21.6671885231
586	11470.6051476
1681	268.389452219
1378	101.728464052
836	99.9793131529
1032	2382.27696003
1866	1047.29731892
549	890.415455544
492	1360.34140446
321	19554.3748074
425	118.945589437
469	1229.86734099
1631	0.0
1774	0.0
398	8791.98911146
351	73.6085638059
326	5648.59813382
1413	3387.01541074
591	167.692413666
713	58793.5765678
706	4085.7668686
755	286.426032742
593	673.390901675
483	1951.24197724
621	4379.00183798
501	40.997276022
564	0.0
772	0.0
781	5847.14755907
1365	2374.57266947
721	1980.60764143
1426	1591.16259206
988	324.578841141
1528	0.0
1515	0.0
1550	162.165083517
735	897.723756731
1021	9256.55654428
1184	2547.17663493
145	1500.06135554
816	0.0
47	1437.88784119
239	183.439397232
1222	0.0
725	7809.19907639
303	783.817963163
777	3079.46381194
334	2145.20806594
667	332.409985624
714	3186.65228472
539	1269.47770752
1077	45.6609666077
792	4131.03802642
853	3217.59885511
733	7079.81115951
1265	49.3519864749
943	1162.06725763
732	126.441179959
362	0.0
903	520.615432426
1687	0.0
710	3085.78091616
143	4862.24528662
1330	0.0
1004	2170.17177164
939	1948.81105199
1441	220.048604254
1110	51.3193058512
1113	10305.2468632
1207	80.1797450196
1216	115.150685795
508	5.02182631539
1348	0.0
1306	28.4880996943
1553	1316.72860054
1160	0.0
551	475.874363408
818	169.905195497
1269	12838.8430332
1251	0.0
971	1809.46442844
1274	126.545716315
1794	0.0
809	8139.89358935
1848	107.810325204
1847	0.0
1853	0.0
1230	0.0
1360	0.0
1703	0.0
899	1329.77348251
1220	6.94530038532
1329	1814.39603374
1417	1702.52943642
1002	181.009707318
1012	0.0
1238	344.851195976
1181	2925.30189107
689	197.729393669
1520	1666.07196593
975	1853.56117264
822	284.296566262
878	3808.01884096
1291	1168.08739703
882	645.596470475
1481	0.0
1560	0.0
1582	461.073401043
1287	247.820293998
557	2642.92002211
1118	3312.25213791
984	172.15499174
963	138.021565824
1168	3493.92235114
552	131.629382926
1605	91.116773107
1254	164.232190136
1227	661.77999058
1029	3058.81295851
91	8.40978598915
1218	0.0
1136	2577.05959207
537	511.390402288
1280	8397.86413819
1246	5201.98321608
462	4507.96360511
1005	140.163961667
950	2731.47642301
1325	226.779533266
1414	9.6150064624
797	9135.80128858
1310	344.212472404
944	441.37131012
516	1502.60828515
532	413.263181333
225	78.8335959216
1065	30.4044449475
1374	2.14285714286
1382	13.4566917747
1345	0.0
1499	0.0
1000	3586.09799485
1132	1355.30758666
447	1729.53762727
912	211.579526488
1273	176.638331606
1600	0.0
919	3383.3140515
507	342.887064162
1318	0.0
1255	17642.9842086
830	4515.23924167
1326	712.623257955
1137	226.579048078
1478	0.0
1407	38.5005016943
1343	4138.13685088
1286	92.1227637027
1707	0.0
1079	319.247861437
643	1589.53213165
1313	1722.38730666
1367	328.017668403
1383	570.176433885
1469	0.0
606	2937.3822484
1252	207.146306848
1379	730.15630711
1472	3119.79825825
1564	9.71123434006
1577	5204.1254242
1556	5615.82782318
751	0.0
1448	0.0
1788	891.115103063
1568	2346.05948375
1368	11.9686611952
1539	8576.15642052
1713	11176.5169147
788	1773.57904919
1308	652.42394471
1387	625.659913597
1644	3762.81754883
1647	3315.65911015
757	20.4888879741
868	2216.25683178
1493	2192.13301864
1299	0.0
1540	7599.85834543
1234	2728.04728932
1554	116.529543332
1436	3882.34932229
1178	436.627659512
1282	179.290121906
1629	281.403792672
1548	118.466985098
1737	326.927286639
1195	140.723222843
1530	4.75700421219
1563	0.0
1714	0.0
384	1.0
1784	0.0
1474	1358.77834475
1807	0.0
5	0.0
833	0.0
1174	493.478901349
114	840.334213539
66	0.0
387	11.6546110546
703	0.0
924	501.240473635
344	424.128559016
559	3.35579655657
941	68.1801633615
335	852.476400297
377	5138.40270281
690	0.0
348	9.37766340707
578	12.3700407436
722	0.0
1024	0.0
873	34.0097299181
189	1259.91860182
705	1309.49038575
646	2096.44810219
82	0.0
111	64.7325608269
139	0.0
158	0.0
410	35.2934294635
420	0.0
434	39.0812315248
446	0.0
478	0.0
512	0.0
519	0.0
764	0.0
806	32.3551804154
1046	11.6379235186
1078	53.1571581486
1098	0.0
1133	0.0
1221	0.0
1390	0.0
1435	28.8866847609
1483	0.0
1664	0.0
1715	0.0
1803	0.0
1806	0.0
178	0.0
909	0.0
958	1345.83416005
1112	0.0
1247	175.639651364
403	28.0197210637
430	1814.55670177
1041	204.249690723
286	523.538044741
1052	1752.488014
1522	1536.20175768
1524	0.0
1756	1415.29311076
1375	575.401710063
1833	0.0
1799	0.0
1750	1510.66596289
360	0.0
634	216.374576132
857	18.3151192429
926	2885.28762059
986	2473.98998679
1080	239.879345127
1106	0.0
1639	12.7994371858
21	0.0
108	0.0
170	0.0
1637	72.5436962093
1831	1296.96303072
1507	2952.49284883
1496	163.3331659
521	55.3066927823
533	0.0
535	12.6191804501
908	473.591870026
917	27.5981100034
1092	0.0
1239	36.7299930717
1296	0.0
1304	47.8639860094
1427	155.27759371
1538	0.0
1767	0.0
1768	0.0
1769	0.0
1770	0.0
1776	0.0
1777	0.0
1277	0.0
907	0.0
982	0.0
1699	0.0
287	0.0
1627	35.8103333891
580	5.93247738718
1549	0.0
38	1250.79959459
1484	0.0
359	250.461150898
604	0.0
736	206.867811518
1438	60.2289746522
496	369.253840154
293	0.0
327	406.89384152
748	0.0
942	1773.78514808
1513	117.207044279
956	10.6398971255
1175	37.3296582716
57	112.093974127
989	0.0
560	982.583408706
1290	488.820155542
677	4.0519013519
1171	48.8746879024
854	0.0
737	49.5823413222
87	122.053731802
1081	40.1461410513
602	63.858143076
160	1367.02640836
1001	4.25385596592
505	0.0
1066	484.643585153
520	2360.25637176
622	313.386575115
744	0.0
619	131.380467112
923	153.811596068
310	10.4634883423
1095	0.0
1574	0.0
1058	111.765349506
271	194.131356809
726	71.5788179522
1049	942.227357446
629	17.0436368459
715	7.01659640704
1028	7.40027695305
651	147.76478119
720	63.7266863028
696	3.57035761962
717	0.0
718	0.0
750	0.0
1476	115.939310724
1705	0.0
728	2063.11016815
261	6.08317363114
471	0.0
1566	22.2064139851
1872	1330.17555454
423	1022.66308951
1035	10.9635712449
1054	28.7227434418
801	532.216527484
1454	342.535061132
1455	0.0
749	612.838115182
1093	1721.07748406
1194	3.16048602805
1746	98.8443470418
1158	3370.09631396
1673	159.490073311
980	184.657300079
497	308.321148924
1272	317.454684207
727	350.06623791
1037	111.361172666
1038	224.041649629
1752	37.055161237
1796	2672.14642363
1730	895.153490808
390	4.00793650794
1508	361.168828934
1447	1657.02578318
1009	65.3600428475
1314	48.4778104114
1213	2190.57626623
1044	21.6540588794
1319	57.5467404365
1479	33.4942159013
1292	131.611506869
1289	67.6932518062
1588	61.2080257749
1545	1810.09237131
1591	0.0
1754	22.9766851911
729	0.0
805	1520.11168259
1500	219.774799424
812	401.295418145
1398	35.9696759155
1810	0.0
1619	655.237468475
1642	356.195216385
995	327.334741165
1623	7.60147737861
1516	1.68841004459
821	300.382719084
1654	0.0
1551	237.696848151
1177	2.57672459387
1514	1384.2832067
1727	295.907095908
1734	446.833106572
1839	6497.15171737
1836	2833.02414671
1700	148.263352467
1258	0.0
137	76.8469950576
231	0.0
1334	78.5829111205
553	28.7246388643
417	0.0
441	213.672426863
500	0.0
556	0.0
932	8.73987458371
948	0.0
1431	659.927851076
1070	27.5353908821
470	34.077343831
966	1109.58966684
1094	5.1463040186
1702	0.0
1660	0.0
1201	0.0
1250	0.0
589	183.380809049
1391	0.0
804	0.0
442	1323.28959982
657	282.165116272
877	0.0
880	0.0
961	17.8860406002
1867	0.0
793	1553.81958666
1389	0.0
1301	0.0
1224	1095.94591758
1268	178.545478249
1659	0.0
1808	88.5789729473
1722	0.0
443	544.904295671
612	57.4646643106
1581	0.0
1671	0.0
1381	503.866061663
875	0.0
934	1336.81145674
1716	229.190267136
275	0.0
25	89.6426502686
953	43.162488961
54	1286.5
253	0.0
416	26.6254781262
785	135.799352393
855	0.0
1101	88.3679792003
1202	5.19211315142
1388	0.0
1432	0.0
1615	0.0
1636	132.686465768
1604	0.0
742	0.0
1176	7.55740147974
1040	149.910826611
1462	0.0
913	2290.06400207
996	0.0
1739	632.760150053
650	0.0
1109	0.0
1865	1574.83253219
1498	0.0
1162	0.0
1264	7.98536294687
660	42.8904806962
1341	0.0
1656	33.4605843554
1561	5.78325170614
841	3239.47678187
568	2.35313531353
1165	13.7318442261
1599	0.0
1686	145.346426458
1876	0.0
1880	0.0
850	0.0
1394	0.0
1676	223.510604602
1179	7.49255518636
1725	17.8382768631
1695	0.0
1298	382.423523117
292	0.0
1787	0.0
450	0.0
1680	890.172236092
1679	86.7294846572
1536	0.0
1830	0.0
920	33.2764576957
1022	57.3224595237
490	0.0
524	0.0
565	0.0
1114	147.018885254
1635	0.0
1817	0.0
1818	0.0
1819	0.0
1820	0.0
1821	0.0
1822	0.0
1823	0.0
1824	0.0
1825	0.0
1826	0.0
1827	0.0
572	0.0
702	0.0
1322	0.0
734	289.422181603
813	0.0
1067	0.0
1257	0.0
1446	5.44937377539
1305	13.7138234021
940	789.703150278
981	13.650273276
1437	1041.05559012
1841	0.0
227	22.022928715
1488	7671.43014719
1877	0.0
1889	0.0
1870	43.5177519579
1875	31.1102701979
1884	0.0
1885	0.0
1886	0.0
1887	0.0
600	1289.48604895
1316	49.4124793682
1712	4042.95757004
1855	0.0
1861	0.0
1592	81.0947982192
1547	0.0
1576	586.029502729
1785	0.0
1789	666.362208159
1771	1500.94659715
1791	0.0
1724	8896.63865782
1878	0.0
1864	6.68495866156
682	0.0
579	0.0
761	23.0971153658
747	1351.13511367
1424	792.01618056
1834	0.0
1835	0.0
584	0.0
550	0.0
459	0.0
866	72.027253061
304	1281.11925193
444	0.0
613	0.0
887	0.0
888	0.0
889	0.0
890	0.0
891	0.0
892	0.0
894	0.0
895	0.0
896	0.0
897	0.0
900	0.0
902	0.0
904	0.0
905	0.0
910	0.0
911	0.0
630	0.0
775	0.0
960	0.0
1491	104.5664805
484	78.4837134734
581	1310.9812973
976	0.0
1243	0.0
1223	1.63149350649
457	9.54199848169
1456	0.0
1457	0.0
1458	0.0
1459	0.0
1460	0.0
320	0.0
916	0.0
1320	47.7178565417
763	0.0
623	0.0
1567	0.0
962	1331.67784902
1709	0.0
914	0.0
1688	267.679370416
1685	0.0
1115	0.0
1057	0.0
1090	10.7761636743
1361	10.8538672656
1611	1288.0
876	1223.06325988
1170	0.0
526	0.0
1354	1146.3593542
1355	30.6508722397
1366	0.0
1890	0.0
1534	5.98879601394
1410	242.21790411
1744	42.2182906864
1511	0.0
1579	11.8449677928
1690	0.0
860	0.0
1840	0.0
1842	0.0
1843	0.0
1849	0.0
1669	1302.30919183
979	3.602842041
1800	3086.42095719
1852	229.553152819
1544	0.0
1593	0.0
1735	0.0
1757	0.0
1775	0.0
937	0.0
647	2.02535353535
1393	5456.97538746
1128	1373.31900346
745	0.0
1275	0.0
1667	0.0
1684	0.0
171	0.0
691	0.0
946	0.0
947	0.0
1172	0.0
1721	0.0
680	3.70348979207
522	10.0031153203
653	0.0
661	0.0
663	0.0
692	0.0
693	0.0
694	0.0
695	0.0
467	13.1533134587
510	0.0
1633	0.0
1805	0.0
301	0.0
1531	0.0
1464	0.0
1465	0.0
1466	0.0
1471	0.0
1473	0.0
1494	0.0
106	19.4669623571
883	134.702500606
1045	0.0
1765	0.0
1583	4.37679009976
1399	16.7075828441
258	0.0
399	0.0
427	0.0
426	0.0
965	0.0
1364	17.6046962919
1492	44.7932566624
1225	6.97171198899
1613	0.0
1859	0.0
1358	534.161457007
1096	0.0
906	0.0
954	0.0
973	1356.78380413
1697	0.0
1256	1777.06528706
1503	12.5881326318
1883	0.0
1328	686.651326791
485	0.0
1625	0.0
1008	41.9420399619
205	27.0322310991
999	142.176885012
493	0.0
685	0.0
1267	0.0
1409	0.0
1668	45.0533207807
1219	367.672011199
1486	0.0
1575	0.0
1666	0.0
1858	0.0
1891	0.0
1017	14.8683129767
1766	0.0
1527	0.0
